batch: 1200, network_service[batch 0]: [4 8 3 4 4 6 2 1 1 6 3 1], placement[batch 0]: [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.], reward: 2944.53125, lagrangian: 2999.0393455126277, baseline: 1862.5274658203125, advantage: 1136.5118796923152, penalty: 54.50809551262775, minibatch_loss: -93.8106460571289, Lambda_Occupancy: 3.2605282764430776, Lambda_Bandwidth: 41.588625757420516, Lambda_Latency: 16.90347944184475
batch: 1300, network_service[batch 0]: [2 7 2 6 5 2 7 1 3 5 8 5], placement[batch 0]: [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.], reward: 2899.21875, lagrangian: 2990.5697293304574, baseline: 1896.94287109375, advantage: 1093.6268582367074, penalty: 91.35097933045691, minibatch_loss: -89.33619689941406, Lambda_Occupancy: 3.533729377395861, Lambda_Bandwidth: 41.60160838917365, Lambda_Latency: 16.90347944184475
batch: 1400, network_service[batch 0]: [3 1 4 7 5 4 4 1 2 6 6 4], placement[batch 0]: [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.], reward: 2914.0625, lagrangian: 2976.4360475308754, baseline: 1932.390625, advantage: 1044.0454225308754, penalty: 62.373547530875186, minibatch_loss: -35.55684280395508, Lambda_Occupancy: 3.6990356210272246, Lambda_Bandwidth: 41.607687799549645, Lambda_Latency: 16.903523252573972
batch: 1500, network_service[batch 0]: [2 8 8 5 7 8 1 7 3 1 1 6], placement[batch 0]: [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.], reward: 2922.65625, lagrangian: 3018.9853415038283, baseline: 1968.5374755859375, advantage: 1050.4478659178908, penalty: 96.3290915038281, minibatch_loss: -61.803001403808594, Lambda_Occupancy: 3.7542468524483747, Lambda_Bandwidth: 41.608825615623346, Lambda_Latency: 16.903523252573972
batch: 1600, network_service[batch 0]: [4 6 7 8 6 1 6 6 8 8 2 5], placement[batch 0]: [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.], reward: 2871.09375, lagrangian: 2965.545718077604, baseline: 2005.5645751953125, advantage: 959.9811428822914, penalty: 94.45196807760391, minibatch_loss: -59.14897918701172, Lambda_Occupancy: 3.7542468524483747, Lambda_Bandwidth: 41.608825615623346, Lambda_Latency: 16.903523252573972
batch: 1700, network_service[batch 0]: [7 1 1 2 5 4 5 1 4 6 7 7], placement[batch 0]: [0. 0. 0. 0. 0. 0. 0. 0. 3. 0. 0. 0.], reward: 2891.40625, lagrangian: 2954.319214832045, baseline: 2043.2127685546875, advantage: 911.1064462773575, penalty: 62.91296483204502, minibatch_loss: -28.822824478149414, Lambda_Occupancy: 3.7542468524483747, Lambda_Bandwidth: 41.608825615623346, Lambda_Latency: 16.903523252573972
batch: 1800, network_service[batch 0]: [3 2 8 5 6 1 3 6 7 5 4 4], placement[batch 0]: [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.], reward: 2910.9375, lagrangian: 2975.0236669734354, baseline: 2081.207275390625, advantage: 893.8163915828104, penalty: 64.08616697343514, minibatch_loss: -8.94993782043457, Lambda_Occupancy: 3.7542468524483747, Lambda_Bandwidth: 41.608825615623346, Lambda_Latency: 16.903523252573972
batch: 1900, network_service[batch 0]: [1 5 4 2 5 8 7 6 5 1 1 5], placement[batch 0]: [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.], reward: 2865.625, lagrangian: 2959.812997595792, baseline: 2120.029052734375, advantage: 839.7839448614168, penalty: 94.18799759579113, minibatch_loss: -56.938690185546875, Lambda_Occupancy: 3.7542468524483747, Lambda_Bandwidth: 41.608825615623346, Lambda_Latency: 16.903523252573972
batch: 2000, network_service[batch 0]: [1 7 7 5 2 6 5 5 1 8 1 5], placement[batch 0]: [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.], reward: 2896.875, lagrangian: 2960.198585581532, baseline: 2159.320556640625, advantage: 800.8780289409069, penalty: 63.32358558153157, minibatch_loss: -15.202214241027832, Lambda_Occupancy: 3.7542468524483747, Lambda_Bandwidth: 41.608825615623346, Lambda_Latency: 16.903523252573972
batch: 2100, network_service[batch 0]: [1 2 6 2 5 6 7 5 6 6 7 3], placement[batch 0]: [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.], reward: 2911.71875, lagrangian: 3027.3466681364084, baseline: 2198.76171875, advantage: 828.5849493864084, penalty: 115.62791813640828, minibatch_loss: -69.96857452392578, Lambda_Occupancy: 3.7542468524483747, Lambda_Bandwidth: 41.608825615623346, Lambda_Latency: 16.903523252573972
batch: 2200, network_service[batch 0]: [2 5 4 3 8 5 2 4 2 2 5 6], placement[batch 0]: [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.], reward: 2907.8125, lagrangian: 2971.576036384553, baseline: 2238.390869140625, advantage: 733.1851672439279, penalty: 63.76353638455285, minibatch_loss: -15.720091819763184, Lambda_Occupancy: 3.7542468524483747, Lambda_Bandwidth: 41.608825615623346, Lambda_Latency: 16.903523252573972
batch: 2300, network_service[batch 0]: [2 8 3 5 3 6 5 8 6 2 2 5], placement[batch 0]: [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.], reward: 2860.9375, lagrangian: 2955.506788291743, baseline: 2278.27490234375, advantage: 677.2318859479929, penalty: 94.56928829174292, minibatch_loss: -39.94392013549805, Lambda_Occupancy: 3.7542468524483747, Lambda_Bandwidth: 41.608825615623346, Lambda_Latency: 16.903523252573972
batch: 2400, network_service[batch 0]: [2 3 3 5 6 4 2 7 8 1 5 4], placement[batch 0]: [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.], reward: 2931.25, lagrangian: 2996.1280784188734, baseline: 2318.0625, advantage: 678.0655784188734, penalty: 64.87807841887346, minibatch_loss: -4.503256320953369, Lambda_Occupancy: 3.7542468524483747, Lambda_Bandwidth: 41.608825615623346, Lambda_Latency: 16.903523252573972
batch: 2500, network_service[batch 0]: [2 6 7 7 1 5 5 4 7 8 1 8], placement[batch 0]: [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.], reward: 2848.4375, lagrangian: 2909.8839621553075, baseline: 2357.12939453125, advantage: 552.7545676240575, penalty: 61.44646215530737, minibatch_loss: -13.831748962402344, Lambda_Occupancy: 3.7542468524483747, Lambda_Bandwidth: 41.608825615623346, Lambda_Latency: 16.903523252573972
batch: 2600, network_service[batch 0]: [6 7 8 4 4 7 3 6 5 4 1 7], placement[batch 0]: [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.], reward: 2957.03125, lagrangian: 3054.8855042876357, baseline: 2396.14453125, advantage: 658.7409730376357, penalty: 97.85425428763526, minibatch_loss: -39.13294982910156, Lambda_Occupancy: 3.7542468524483747, Lambda_Bandwidth: 41.608825615623346, Lambda_Latency: 16.903523252573972
batch: 2700, network_service[batch 0]: [6 1 2 8 3 5 6 4 5 1 2 1], placement[batch 0]: [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.], reward: 2875.0, lagrangian: 2937.7663145643714, baseline: 2434.542724609375, advantage: 503.22358995499644, penalty: 62.76631456437126, minibatch_loss: -2.5251214504241943, Lambda_Occupancy: 3.7542468524483747, Lambda_Bandwidth: 41.608825615623346, Lambda_Latency: 16.903523252573972
batch: 2800, network_service[batch 0]: [7 2 3 7 3 5 1 6 7 1 2 7], placement[batch 0]: [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.], reward: 2910.9375, lagrangian: 2974.6423762774834, baseline: 2472.26513671875, advantage: 502.37723955873344, penalty: 63.70487627748335, minibatch_loss: -17.653989791870117, Lambda_Occupancy: 3.7542468524483747, Lambda_Bandwidth: 41.608825615623346, Lambda_Latency: 16.903523252573972
batch: 2900, network_service[batch 0]: [3 8 4 3 1 7 1 8 7 8 8 6], placement[batch 0]: [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.], reward: 2904.6875, lagrangian: 2968.5390265451574, baseline: 2509.14892578125, advantage: 459.3901007639074, penalty: 63.851526545157114, minibatch_loss: -2.868877410888672, Lambda_Occupancy: 3.7542468524483747, Lambda_Bandwidth: 41.608825615623346, Lambda_Latency: 16.903523252573972
